t_ps,T_K,T_set_K,density_g_cm3,volume_A3,E_pot_eV,P_GPa,P_virial_GPa
1016.000,297.0,300.0,1.5753,9378.24,-1674.8692,-0.0056,-0.1805
1017.000,304.9,300.0,1.5763,9372.59,-1675.4632,-0.0376,-0.2173
1018.000,302.3,300.0,1.5746,9382.35,-1675.0590,0.2522,0.0743
1019.000,302.2,300.0,1.5746,9382.29,-1675.0128,0.1364,-0.0414
1020.000,315.2,300.0,1.5747,9381.97,-1675.5145,0.0044,-0.1812
1021.000,299.1,300.0,1.5724,9395.41,-1674.5823,-0.2019,-0.3777
1022.000,320.0,300.0,1.5741,9385.64,-1675.5955,-0.0673,-0.2556
1023.000,301.1,300.0,1.5729,9392.68,-1674.5788,0.0821,-0.0949
1024.000,308.5,300.0,1.5738,9387.29,-1675.5128,0.1284,-0.0531
1025.000,302.3,300.0,1.5724,9395.94,-1675.1209,-0.0072,-0.1848
1026.000,304.0,300.0,1.5700,9410.18,-1675.1285,0.0873,-0.0911
1027.000,302.7,300.0,1.5680,9422.07,-1674.7890,0.1405,-0.0369
1028.000,296.7,300.0,1.5672,9426.58,-1674.6470,-0.0373,-0.2111
1029.000,302.7,300.0,1.5680,9421.81,-1674.6923,-0.1439,-0.3213
1030.000,310.7,300.0,1.5678,9423.24,-1675.4566,0.0922,-0.0899
1031.000,288.9,300.0,1.5667,9430.04,-1673.8974,-0.0744,-0.2436
1032.000,291.7,300.0,1.5691,9415.45,-1674.2781,0.0587,-0.1124
1033.000,310.3,300.0,1.5706,9406.24,-1675.2461,0.0764,-0.1057
1034.000,293.7,300.0,1.5729,9392.93,-1674.4790,-0.1291,-0.3017
1035.000,312.8,300.0,1.5707,9405.88,-1675.1434,0.0274,-0.1562
1036.000,304.7,300.0,1.5712,9402.90,-1675.0126,-0.0145,-0.1934
1037.000,306.6,300.0,1.5739,9386.74,-1675.0362,0.0371,-0.1432
1038.000,311.4,300.0,1.5745,9383.32,-1675.2435,0.0490,-0.1343
1039.000,307.5,300.0,1.5729,9392.52,-1675.3712,0.1198,-0.0610
1040.000,295.1,300.0,1.5737,9387.69,-1674.5208,-0.0333,-0.2069
1041.000,309.1,300.0,1.5743,9384.17,-1674.8985,-0.1134,-0.2953
1042.000,280.1,300.0,1.5729,9392.88,-1673.7543,0.0219,-0.1428
1043.000,301.2,300.0,1.5723,9396.26,-1674.5355,-0.0902,-0.2672
1044.000,296.2,300.0,1.5713,9402.46,-1674.5011,0.1047,-0.0693
1045.000,301.3,300.0,1.5692,9415.06,-1674.1993,-0.0411,-0.2178
1046.000,305.5,300.0,1.5728,9393.10,-1674.2808,-0.0750,-0.2547
1047.000,306.4,300.0,1.5746,9382.84,-1674.4619,-0.0086,-0.1890
1048.000,294.3,300.0,1.5742,9384.67,-1674.5362,-0.1541,-0.3272
1049.000,308.5,300.0,1.5746,9382.45,-1675.4984,0.0379,-0.1437
1050.000,299.7,300.0,1.5717,9400.01,-1674.7574,0.0581,-0.1180
