# co-doping HYPOTHESIS GENERATOR v2 (ML-assisted). NOT validated — co-doping 실측/계산 라벨 없음. 후보 제안용이며 예측기가 아님.
# method: ridge(47 single dopants, LOOCV lambda) coefficients transplanted to pair features + 8 physics interaction terms distilled from v1 heuristic (weighted ridge: listed 1.0 / unlisted~0 weight 0.1). ml_score = base_z + sum(v_j*inter_j); uncertainty = internal LOOCV-residual propagation only.
# columns: gap_min = min(gap_lit_eV) 문헌 큐레이션 값(우리 계산 갭 아님); air_max = HSAB 정성등급 큐레이션; transport_min = min(bvs_x005) BVS proxy(절대 σ 아님); joint_window_V = max(ox)-min(red) 상보 가정; window_gain = joint_window_V - max(단일 도펀트 창) — 0 이면 상보가 발동하지 않고 더 나은 한쪽 창을 그대로 물려받은 것(전체 1081쌍의 ~70%가 정확히 0).
# applicability domain (Sendek 2017 EES 10,306 §3.4 이식 — 열 3종 추가): ad_d = 47 도펀트 훈련셋 PCA-분산 정규화 중심거리(훈련 점들의 평균 = 1); ad_eps = leave-one-dopant-out 47 재적합 예측의 표준편차(모델 불안정성); ad_A = 적용영역 판정(1 = ad_d <= 2, 0 = 외삽 = 순위 신뢰 낮음). 역설계/champion 선정 시 ad_A=0 은 winner's curse 위험군으로 취급할 것.
rank,pairA,pairB,ml_score,uncertainty,joint_window_V,window_gain,transport_min,gap_min,air_max,top_interaction,tags,ad_d,ad_eps,ad_A
511,BaO,LaF3,-0.2151,0.147,0.596,0.178,0.8784,4.0,0.45,joint_window*gap_min,anode<->cathode|oxyfluoride|cross-group,1.115,0.116,1
512,ZnO,ZrF4,-0.2191,0.136,0.575,0.000,0.8633,3.3,0.60,de_avg*joint_window,oxyfluoride|weak-transport,1.094,0.091,1
513,NdF3,SrO,-0.2216,0.228,0.542,0.140,0.8566,6.0,0.45,joint_window*gap_min,anode<->cathode|oxyfluoride|cross-group|weak-transport,0.952,0.159,1
514,CrO3,SrO,-0.2235,0.294,0.423,0.012,0.8668,2.0,0.20,de_avg*joint_window,cross-group,0.935,0.120,1
515,GeO2,Nb2O5,-0.2242,0.362,0.518,0.000,0.8297,3.4,0.20,joint_window*transport_min,cross-group|weak-transport,1.023,0.070,1
516,HfO2,Nd2O3,-0.2283,0.102,0.754,0.000,0.8597,4.7,0.20,de_avg*joint_window,cross-group|weak-transport,1.091,0.098,1
517,CoO,Na2O,-0.2290,0.435,0.343,0.000,0.8624,2.5,0.60,de_avg*joint_window,cross-group|weak-transport|collapse-member,0.964,0.207,1
518,MgF2,Sm2O3,-0.2314,0.488,0.797,0.000,0.8699,4.6,0.45,joint_window*gap_min,oxyfluoride|cross-group,1.896,0.125,1
519,CaO,MnO,-0.2331,0.269,0.898,0.000,0.8535,3.9,0.20,joint_window*gap_min,cross-group|weak-transport|collapse-member,1.361,0.049,1
520,MnO,NdF3,-0.2357,0.179,0.402,0.000,0.8535,3.9,0.45,group_cross*joint_window,oxyfluoride|cross-group|weak-transport|collapse-member,1.069,0.117,1
521,Li2O,Nd2O3,-0.2371,0.189,0.898,0.000,0.8828,4.7,0.20,joint_window*transport_min,cross-group,1.564,0.072,1
522,Nd2O3,ZnO,-0.2452,0.095,0.622,0.047,0.8633,3.3,0.60,group_cross*joint_window,cross-group|weak-transport,1.724,0.086,1
523,SrO,WO3,-0.2467,0.228,0.423,0.000,0.8680,2.7,0.20,group_cross*joint_window,cross-group,0.824,0.098,1
524,CoO,ScF3,-0.2525,0.362,0.834,0.000,0.8932,2.5,0.60,joint_window*gap_min,oxyfluoride|collapse-member,1.408,0.088,1
525,GeO2,TiO2,-0.2525,0.509,0.518,0.000,0.8297,3.2,0.20,de_avg*joint_window,cross-group|weak-transport,1.092,0.140,1
526,GeO2,SnO2,-0.2558,0.557,0.518,0.000,0.8297,3.6,0.20,de_avg*joint_window,weak-transport,1.375,0.155,1
527,YF3,ZrO2,-0.2559,0.211,0.848,0.000,0.8824,5.5,0.45,group_cross*joint_window,oxyfluoride,1.118,0.093,1
528,SnO2,ZnO,-0.2570,0.186,0.575,0.000,0.8633,3.3,0.60,de_avg*joint_window,cross-group|weak-transport,0.833,0.148,1
529,Fe2O3,LiF,-0.2579,0.307,0.898,0.000,0.8827,2.2,0.45,joint_window*gap_min,oxyfluoride|cross-group|collapse-member,1.604,0.100,1
530,Ag2O,Ga2O3,-0.2623,0.631,0.778,0.000,0.8552,1.3,1.00,joint_window*gap_min,cross-group|air-protect|weak-transport,1.492,0.082,1
531,Na2O,TiO2,-0.2643,0.355,0.343,0.000,0.8624,3.2,0.20,de_avg*joint_window,cross-group|weak-transport,0.857,0.217,1
532,BaO,NiO,-0.2650,0.464,0.354,0.000,0.8893,4.0,0.60,de_avg*joint_window,cross-group|collapse-member,0.883,0.265,1
533,AlF3,ZrF4,-0.2676,0.262,0.768,0.000,0.8427,9.0,0.45,air_max*gap_min,cross-group|insulating|weak-transport,1.198,0.080,1
534,MoO3,SiO2,-0.2708,0.301,0.726,0.000,0.8419,3.0,0.20,joint_window*gap_min,cross-group|weak-transport,1.071,0.097,1
535,HfO2,ZnO,-0.2717,0.283,0.898,0.144,0.8597,3.3,0.60,group_cross*joint_window,anode<->cathode|weak-transport,1.380,0.101,1
536,MgO,Sm2O3,-0.2757,0.109,0.735,0.000,0.8759,4.6,0.20,joint_window*gap_min,cross-group,1.456,0.083,1
537,Al2O3,ZnO,-0.2806,0.112,0.768,0.000,0.8633,3.3,0.60,joint_window*gap_min,cross-group|weak-transport,1.145,0.077,1
538,Nb2O5,ZnO,-0.2817,0.118,0.575,0.000,0.8633,3.3,0.60,disorder_max*dose_slope_min,weak-transport,0.982,0.061,1
539,GeO2,La2O3,-0.2830,0.446,0.617,0.099,0.8297,4.5,0.20,transport_min*blocking_max,anode<->cathode|cross-group|weak-transport,0.840,0.091,1
540,GeO2,Ta2O5,-0.2844,0.366,0.518,0.000,0.8297,4.0,0.20,joint_window*transport_min,cross-group|weak-transport,1.120,0.065,1
541,Cu2O,Gd2O3,-0.2860,0.548,0.720,0.000,0.8557,2.1,1.00,joint_window*gap_min,cross-group|air-protect|weak-transport,1.836,0.107,1
542,Ag2O,SnO2,-0.2877,0.686,0.423,0.000,0.8694,1.3,1.00,de_avg*joint_window,cross-group|air-protect,1.359,0.160,1
543,CaO,HfO2,-0.2879,0.221,0.898,0.000,0.8597,5.7,0.20,disorder_max*dose_slope_min,cross-group|weak-transport,1.020,0.056,1
544,CaF2,CrO3,-0.2888,0.259,0.898,0.000,0.8668,2.0,0.45,joint_window*gap_min,oxyfluoride|cross-group,1.731,0.107,1
545,CaO,LaF3,-0.2915,0.305,0.898,0.000,0.8784,7.0,0.45,joint_window*transport_min,oxyfluoride|cross-group|insulating,1.089,0.055,1
546,MgO,WO3,-0.2984,0.182,0.735,0.000,0.8680,2.7,0.20,joint_window*gap_min,cross-group,0.842,0.104,1
547,Cu2O,Ga2O3,-0.3055,0.482,0.778,0.000,0.8552,2.1,1.00,joint_window*gap_min,cross-group|air-protect|weak-transport,1.456,0.068,1
548,BaO,CrO3,-0.3058,0.292,0.423,0.012,0.8668,2.0,0.20,de_avg*joint_window,cross-group,0.967,0.117,1
549,MoO3,Sb2O5,-0.3074,0.426,0.414,0.000,0.8419,3.0,0.20,joint_window*transport_min,cross-group|weak-transport,0.847,0.059,1
550,CrO3,GeO2,-0.3140,0.552,0.518,0.000,0.8297,2.0,0.20,de_avg*joint_window,cross-group|weak-transport,1.310,0.111,1
551,GeO2,NdF3,-0.3142,0.154,0.622,0.104,0.8297,4.5,0.45,joint_window*gap_min,anode<->cathode|oxyfluoride|cross-group|weak-transport,1.168,0.112,1
552,Ag2O,LaF3,-0.3175,0.540,0.665,0.247,0.8694,1.3,1.00,disorder_max*dose_slope_min,anode<->cathode|oxyfluoride|cross-group|air-protect,1.500,0.083,1
553,Al2O3,SrO,-0.3216,0.151,0.768,0.000,0.8737,6.0,0.20,joint_window*transport_min,cross-group,0.990,0.057,1
554,BaO,WO3,-0.3258,0.228,0.423,0.000,0.8680,2.7,0.20,group_cross*joint_window,cross-group,0.878,0.095,1
555,MoO3,ZnO,-0.3282,0.280,0.575,0.000,0.8419,3.0,0.60,de_avg*joint_window,weak-transport,0.940,0.085,1
556,Li2O,MoO3,-0.3292,0.351,0.898,0.000,0.8419,3.0,0.20,joint_window*gap_min,cross-group|weak-transport,1.354,0.101,1
557,Sb2O5,ZrF4,-0.3456,0.343,0.427,0.064,0.8924,3.0,0.45,group_cross*joint_window,anode<->cathode|oxyfluoride|cross-group,0.933,0.099,1
558,Ta2O5,ZnO,-0.3458,0.124,0.575,0.000,0.8633,3.3,0.60,disorder_max*dose_slope_min,weak-transport,1.058,0.054,1
559,Na2O,NdF3,-0.3498,0.187,0.542,0.140,0.8566,5.0,0.45,de_avg*joint_window,anode<->cathode|oxyfluoride|cross-group|weak-transport,1.040,0.155,1
560,SiO2,ZrF4,-0.3577,0.173,0.726,0.000,0.8684,9.0,0.45,air_max*gap_min,oxyfluoride|cross-group|insulating,0.921,0.086,1
561,GeO2,ZnO,-0.3589,0.462,0.575,0.000,0.8297,3.3,0.60,de_avg*joint_window,cross-group|weak-transport,1.458,0.145,1
562,CrO3,Li2O,-0.3601,0.312,0.898,0.000,0.8668,2.0,0.20,joint_window*gap_min,cross-group,1.471,0.111,1
563,AlF3,Sb2O5,-0.3610,0.235,0.768,0.000,0.8427,3.0,0.45,joint_window*gap_min,oxyfluoride|weak-transport,1.768,0.108,1
564,Sb2O5,ZnO,-0.3678,0.117,0.575,0.000,0.8633,3.0,0.60,de_avg*joint_window,cross-group|weak-transport,1.086,0.109,1
565,SrO,ZnO,-0.3688,0.141,0.575,0.000,0.8633,3.3,0.60,de_avg*joint_window,cross-group|weak-transport,1.123,0.136,1
566,Nb2O5,NdF3,-0.3726,0.203,0.543,0.141,0.8566,3.4,0.45,group_cross*joint_window,anode<->cathode|oxyfluoride|cross-group|weak-transport,0.768,0.047,1
567,Ag2O,Na2O,-0.3735,0.691,0.423,0.006,0.8624,1.3,1.00,de_avg*joint_window,cross-group|air-protect|weak-transport,1.560,0.156,1
568,CaF2,MoO3,-0.3746,0.330,0.898,0.000,0.8419,3.0,0.45,joint_window*gap_min,oxyfluoride|cross-group|weak-transport,1.467,0.106,1
569,BaO,Sm2O3,-0.3762,0.147,0.583,0.082,0.8759,4.0,0.20,joint_window*gap_min,anode<->cathode|cross-group,1.131,0.094,1
570,BaO,ZrF4,-0.3792,0.354,0.358,0.004,0.8893,4.0,0.45,de_avg*joint_window,oxyfluoride|cross-group,0.892,0.171,1
571,NiO,SnO2,-0.3794,0.731,0.423,0.000,0.9078,3.6,0.60,de_avg*joint_window,cross-group|collapse-member,0.812,0.272,1
572,NdF3,SiO2,-0.3873,0.131,0.726,0.000,0.8566,9.0,0.45,air_max*gap_min,oxyfluoride|cross-group|insulating|weak-transport,0.940,0.084,1
573,La2O3,ZnO,-0.3881,0.081,0.617,0.042,0.8633,3.3,0.60,group_cross*joint_window,cross-group|weak-transport,1.058,0.086,1
574,SrO,ZrO2,-0.3897,0.419,0.347,0.004,0.8737,5.5,0.20,de_avg*joint_window,cross-group,0.662,0.222,1
575,Al2O3,GeO2,-0.3915,0.255,0.768,0.000,0.8297,4.5,0.20,group_cross*joint_window,weak-transport,1.561,0.093,1
576,B2O3,CaF2,-0.3926,0.784,1.075,0.177,0.8199,6.2,0.45,transport_min*blocking_max,anode<->cathode|oxyfluoride|cross-group|weak-transport,1.267,0.120,1
577,ScF3,TiF4,-0.3954,0.222,0.834,0.000,0.8729,7.0,0.45,group_cross*joint_window,insulating,1.201,0.087,1
578,Cu2O,Na2O,-0.3968,0.642,0.343,0.000,0.8624,2.1,1.00,de_avg*joint_window,cross-group|air-protect|weak-transport,1.536,0.191,1
579,ScF3,TiO2,-0.3975,0.201,0.834,0.000,0.8641,3.2,0.45,group_cross*joint_window,oxyfluoride|weak-transport,1.329,0.108,1
580,SiO2,V2O5,-0.3987,0.216,0.726,0.000,0.8684,2.3,0.20,joint_window*gap_min,cross-group,1.179,0.111,1
581,CoO,GeO2,-0.4025,0.409,0.518,0.000,0.8297,2.5,0.60,de_avg*joint_window,cross-group|weak-transport|collapse-member,1.276,0.135,1
582,TiF4,YF3,-0.4077,0.277,0.848,0.000,0.8729,7.0,0.45,group_cross*joint_window,insulating,1.268,0.088,1
583,BaO,Sb2O5,-0.4095,0.376,0.423,0.060,0.8893,3.0,0.20,de_avg*joint_window,anode<->cathode|cross-group,0.855,0.156,1
584,NiO,ScF3,-0.4160,0.340,0.834,0.000,0.8932,4.0,0.60,group_cross*joint_window,oxyfluoride|collapse-member,1.379,0.077,1
585,La2O3,LiF,-0.4182,0.271,0.898,0.000,0.8727,5.5,0.45,disorder_max*dose_slope_min,oxyfluoride|cross-group,1.117,0.076,1
586,GeO2,Nd2O3,-0.4183,0.366,0.622,0.104,0.8297,4.5,0.20,joint_window*gap_min,anode<->cathode|cross-group|weak-transport,1.134,0.090,1
587,B2O3,LiF,-0.4203,0.817,1.075,0.177,0.8199,6.2,0.45,disorder_max*dose_slope_min,anode<->cathode|oxyfluoride|cross-group|weak-transport,1.622,0.130,1
588,Na2O,ZnO,-0.4235,0.169,0.575,0.000,0.8624,3.3,0.60,de_avg*joint_window,cross-group|weak-transport,1.040,0.148,1
589,Ag2O,Sm2O3,-0.4268,0.533,0.652,0.151,0.8694,1.3,1.00,group_cross*joint_window,anode<->cathode|cross-group|air-protect,2.228,0.080,0
590,CaF2,MnO,-0.4280,0.223,0.898,0.000,0.8535,3.9,0.45,joint_window*gap_min,oxyfluoride|cross-group|weak-transport|collapse-member,1.589,0.050,1
591,Fe2O3,GeO2,-0.4343,0.638,0.518,0.000,0.8297,2.2,0.20,joint_window*transport_min,cross-group|weak-transport|collapse-member,1.646,0.113,1
592,MgO,MnO,-0.4343,0.202,0.735,0.000,0.8535,3.9,0.20,joint_window*gap_min,cross-group|weak-transport|collapse-member,1.015,0.079,1
593,CoO,SnO2,-0.4354,0.572,0.423,0.000,0.9078,2.5,0.60,de_avg*joint_window,cross-group|collapse-member,0.717,0.230,1
594,Cu2O,SrO,-0.4362,0.681,0.343,0.000,0.8737,2.1,1.00,de_avg*joint_window,cross-group|air-protect,1.525,0.196,1
595,Fe2O3,MgO,-0.4367,0.281,0.735,0.000,0.8827,2.2,0.20,joint_window*gap_min,cross-group|collapse-member,1.286,0.110,1
596,MgF2,NdF3,-0.4368,0.219,0.797,0.000,0.8566,9.0,0.45,air_max*gap_min,cross-group|insulating|weak-transport,1.202,0.056,1
597,NdF3,ScF3,-0.4394,0.286,0.834,0.000,0.8566,9.0,0.45,air_max*gap_min,cross-group|insulating|weak-transport,1.286,0.072,1
598,Ag2O,HfO2,-0.4471,0.689,0.898,0.144,0.8597,1.3,1.00,joint_window*gap_min,anode<->cathode|air-protect|weak-transport,2.129,0.114,0
599,BaO,ZnO,-0.4473,0.140,0.575,0.000,0.8633,3.3,0.60,de_avg*joint_window,cross-group|weak-transport,1.184,0.136,1
600,AlF3,HfO2,-0.4531,0.246,0.898,0.130,0.8427,5.7,0.45,air_max*gap_min,anode<->cathode|oxyfluoride|cross-group|weak-transport,1.173,0.083,1
601,CrO3,ZnO,-0.4535,0.173,0.575,0.000,0.8633,2.0,0.60,de_avg*joint_window,weak-transport,1.127,0.069,1
602,MgO,MoO3,-0.4552,0.270,0.735,0.000,0.8419,3.0,0.20,joint_window*gap_min,cross-group|weak-transport,1.062,0.097,1
603,MgO,Nd2O3,-0.4552,0.399,0.735,0.000,0.9112,4.7,0.20,transport_min*blocking_max,cross-group,1.415,0.097,1
604,LaF3,MgO,-0.4572,0.195,0.735,0.000,0.8784,7.8,0.45,air_max*gap_min,oxyfluoride|cross-group|insulating,0.775,0.080,1
605,BaO,NdF3,-0.4585,0.129,0.553,0.151,0.8566,4.0,0.45,de_avg*joint_window,anode<->cathode|oxyfluoride|cross-group|weak-transport,0.987,0.119,1
606,LaF3,TiO2,-0.4589,0.086,0.549,0.131,0.8641,3.2,0.45,group_cross*joint_window,anode<->cathode|oxyfluoride|cross-group|weak-transport,0.909,0.095,1
607,SnO2,TiF4,-0.4630,0.252,0.423,0.000,0.8729,3.6,0.45,de_avg*joint_window,oxyfluoride|cross-group,0.943,0.164,1
608,SrO,TiO2,-0.4639,0.285,0.343,0.000,0.8641,3.2,0.20,de_avg*joint_window,cross-group|weak-transport,0.697,0.185,1
609,MnO,TiO2,-0.4755,0.455,0.307,0.000,0.8535,3.2,0.20,de_avg*joint_window,weak-transport|collapse-member,0.749,0.120,1
610,La2O3,SrO,-0.4761,0.355,0.537,0.167,0.8727,5.5,0.20,disorder_max*dose_slope_min,anode<->cathode|cross-group,0.572,0.134,1
611,Al2O3,SiO2,-0.4770,0.333,0.768,0.000,0.8684,8.8,0.20,group_cross*joint_window,insulating,0.889,0.063,1
612,ScF3,YF3,-0.4793,0.432,0.848,0.000,0.8824,10.0,0.45,group_cross*joint_window,insulating,0.920,0.100,1
613,Sb2O5,WO3,-0.4793,0.281,0.423,0.000,0.8680,2.7,0.20,group_cross*joint_window,cross-group,0.720,0.066,1
614,AlF3,NdF3,-0.4795,0.228,0.768,0.000,0.8427,9.0,0.45,air_max*gap_min,cross-group|insulating|weak-transport,1.219,0.074,1
615,MgF2,V2O5,-0.4846,0.490,0.797,0.000,0.8693,2.3,0.45,joint_window*gap_min,oxyfluoride|cross-group,1.709,0.132,1
616,NiO,ZnO,-0.4895,0.189,0.575,0.000,0.8633,3.3,0.60,de_avg*joint_window,weak-transport|collapse-member,0.894,0.124,1
617,MgO,ZrF4,-0.4962,0.193,0.735,0.000,0.8924,7.8,0.45,transport_min*blocking_max,oxyfluoride|cross-group|insulating,0.763,0.076,1
618,Al2O3,Na2O,-0.4996,0.094,0.768,0.000,0.8624,5.0,0.20,joint_window*gap_min,cross-group|weak-transport,1.076,0.061,1
619,CrO3,Sb2O5,-0.5002,0.313,0.411,0.000,0.8668,2.0,0.20,group_cross*joint_window,cross-group,0.666,0.084,1
620,LaF3,V2O5,-0.5082,0.159,0.567,0.149,0.8693,2.3,0.45,group_cross*joint_window,anode<->cathode|oxyfluoride|cross-group,1.028,0.050,1
621,La2O3,Nb2O5,-0.5086,0.343,0.538,0.168,0.8727,3.4,0.20,disorder_max*dose_slope_min,anode<->cathode|cross-group,0.699,0.054,1
622,LaF3,Sm2O3,-0.5093,0.239,0.514,0.013,0.8759,4.6,0.45,joint_window*gap_min,oxyfluoride,1.707,0.056,1
623,CrO3,LiF,-0.5101,0.271,0.898,0.000,0.8668,2.0,0.45,joint_window*gap_min,oxyfluoride|cross-group,1.665,0.094,1
624,Al2O3,CaO,-0.5109,0.292,0.898,0.000,0.8756,7.0,0.20,joint_window*transport_min,cross-group|insulating,1.111,0.067,1
625,Sb2O5,TiO2,-0.5129,0.187,0.423,0.060,0.8641,3.0,0.20,group_cross*joint_window,anode<->cathode|cross-group|weak-transport,0.672,0.112,1
626,Sm2O3,ZrF4,-0.5171,0.243,0.501,0.000,0.8759,4.6,0.45,joint_window*gap_min,oxyfluoride|cross-group,1.321,0.070,1
627,CoO,SrO,-0.5196,0.374,0.343,0.000,0.8737,2.5,0.60,de_avg*joint_window,cross-group|collapse-member,0.901,0.187,1
628,BaO,TiO2,-0.5249,0.271,0.354,0.000,0.8641,3.2,0.20,de_avg*joint_window,cross-group|weak-transport,0.737,0.179,1
629,NdF3,TiF4,-0.5286,0.354,0.506,0.104,0.8566,7.0,0.45,joint_window*gap_min,anode<->cathode|cross-group|insulating|weak-transport,0.865,0.168,1
630,SrO,YF3,-0.5304,0.425,0.848,0.000,0.8737,6.0,0.45,disorder_max*dose_slope_min,oxyfluoride|cross-group,1.140,0.096,1
631,CrO3,MgO,-0.5359,0.198,0.735,0.000,0.8668,2.0,0.20,joint_window*gap_min,cross-group,1.198,0.108,1
632,Sm2O3,V2O5,-0.5367,0.328,0.554,0.053,0.8693,2.3,0.20,disorder_max*dose_slope_min,anode<->cathode|cross-group,1.290,0.058,1
633,CaF2,La2O3,-0.5384,0.198,0.898,0.000,0.8727,5.5,0.45,de_avg*joint_window,oxyfluoride|cross-group,0.945,0.075,1
634,TiO2,YF3,-0.5391,0.212,0.848,0.000,0.8641,3.2,0.45,group_cross*joint_window,oxyfluoride|weak-transport,1.219,0.108,1
635,HfO2,NdF3,-0.5396,0.105,0.754,0.000,0.8566,5.7,0.45,air_max*gap_min,oxyfluoride|cross-group|weak-transport,1.254,0.089,1
636,Fe2O3,ZnO,-0.5414,0.173,0.575,0.000,0.8633,2.2,0.60,de_avg*joint_window,weak-transport|collapse-member,1.133,0.069,1
637,NiO,WO3,-0.5420,0.258,0.423,0.000,0.8680,2.7,0.60,disorder_max*dose_slope_min,collapse-member,0.900,0.056,1
638,Cu2O,YF3,-0.5431,0.643,0.848,0.000,0.8824,2.1,1.00,disorder_max*dose_slope_min,oxyfluoride|air-protect,1.775,0.124,1
639,Ag2O,SrO,-0.5443,0.652,0.423,0.006,0.8694,1.3,1.00,de_avg*joint_window,cross-group|air-protect,1.683,0.146,1
640,CoO,YF3,-0.5516,0.294,0.848,0.000,0.8824,2.5,0.60,joint_window*gap_min,oxyfluoride|collapse-member,1.285,0.091,1
641,MgF2,MoO3,-0.5528,0.552,0.797,0.000,0.8419,3.0,0.45,joint_window*gap_min,oxyfluoride|cross-group|weak-transport,1.649,0.132,1
642,Sm2O3,Ta2O5,-0.5573,0.323,0.539,0.038,0.8759,4.0,0.20,group_cross*joint_window,cross-group,1.080,0.042,1
643,MgO,V2O5,-0.5621,0.174,0.735,0.000,0.8693,2.3,0.20,joint_window*gap_min,cross-group,1.186,0.113,1
644,Ag2O,Al2O3,-0.5653,0.561,0.768,0.000,0.8694,1.3,1.00,joint_window*gap_min,cross-group|air-protect,1.737,0.083,1
645,ZnO,ZrO2,-0.5672,0.134,0.575,0.000,0.8633,3.3,0.60,de_avg*joint_window,weak-transport,1.117,0.096,1
646,La2O3,Na2O,-0.5757,0.176,0.537,0.167,0.8624,5.0,0.20,joint_window*gap_min,anode<->cathode|cross-group|weak-transport,0.683,0.117,1
647,La2O3,SiO2,-0.5777,0.179,0.726,0.000,0.8684,5.5,0.20,joint_window*gap_min,cross-group,0.954,0.078,1
648,Al2O3,Cu2O,-0.5795,0.431,0.768,0.000,0.8756,2.1,1.00,joint_window*gap_min,cross-group|air-protect,1.801,0.073,1
649,La2O3,MgF2,-0.5825,0.407,0.797,0.000,0.8699,5.5,0.45,air_max*gap_min,oxyfluoride|cross-group,1.302,0.107,1
650,Fe2O3,Na2O,-0.5825,0.367,0.343,0.000,0.8624,2.2,0.20,de_avg*joint_window,cross-group|weak-transport|collapse-member,1.281,0.142,1
651,BaO,ScF3,-0.5875,0.201,0.834,0.000,0.8893,4.0,0.45,joint_window*gap_min,oxyfluoride|cross-group,1.275,0.066,1
652,La2O3,SnO2,-0.5901,0.238,0.617,0.194,0.8727,3.6,0.20,joint_window*gap_min,anode<->cathode|cross-group,0.906,0.102,1
653,Ga2O3,MgF2,-0.5937,0.338,1.013,0.216,0.8552,4.8,0.45,air_max*gap_min,anode<->cathode|oxyfluoride|cross-group|weak-transport,1.247,0.066,1
654,Sb2O5,SiO2,-0.5946,0.187,0.726,0.000,0.8684,3.0,0.20,joint_window*gap_min,,1.266,0.102,1
655,SnO2,Ta2O5,-0.5971,0.259,0.423,0.000,0.8766,3.6,0.20,group_cross*joint_window,cross-group,0.833,0.080,1
656,AlF3,ZrO2,-0.6020,0.181,0.768,0.000,0.8427,5.5,0.45,air_max*gap_min,oxyfluoride|cross-group|weak-transport,1.346,0.083,1
657,Ag2O,BaO,-0.6085,0.644,0.423,0.006,0.8694,1.3,1.00,de_avg*joint_window,cross-group|air-protect,1.649,0.143,1
658,NdF3,YF3,-0.6112,0.295,0.848,0.000,0.8566,9.0,0.45,air_max*gap_min,cross-group|insulating|weak-transport,1.049,0.074,1
659,NiO,Sb2O5,-0.6164,0.662,0.363,0.000,0.9115,3.0,0.60,de_avg*joint_window,cross-group|collapse-member,0.955,0.196,1
660,Na2O,Nb2O5,-0.6251,0.245,0.344,0.001,0.8624,3.4,0.20,group_cross*joint_window,cross-group|weak-transport,1.015,0.087,1
661,LiF,Sb2O5,-0.6266,0.273,0.898,0.000,0.8889,3.0,0.45,joint_window*gap_min,oxyfluoride|cross-group,1.647,0.075,1
662,BaO,SrO,-0.6285,0.485,0.354,0.000,0.8737,4.0,0.20,de_avg*joint_window,,0.947,0.191,1
663,GeO2,TiF4,-0.6290,0.525,0.518,0.000,0.8297,4.5,0.45,de_avg*joint_window,oxyfluoride|cross-group|weak-transport,1.209,0.149,1
664,HfO2,TiF4,-0.6328,0.166,0.782,0.028,0.8597,5.7,0.45,group_cross*joint_window,oxyfluoride|weak-transport,1.309,0.107,1
665,Sm2O3,TiF4,-0.6389,0.209,0.536,0.035,0.8729,4.6,0.45,joint_window*gap_min,oxyfluoride|cross-group,1.300,0.083,1
666,GeO2,Sb2O5,-0.6390,0.469,0.518,0.000,0.8297,3.0,0.20,de_avg*joint_window,weak-transport,1.357,0.102,1
667,Cu2O,ScF3,-0.6427,0.733,0.834,0.000,0.8932,2.1,1.00,joint_window*gap_min,oxyfluoride|air-protect,1.693,0.097,1
668,Sb2O5,TiF4,-0.6487,0.199,0.423,0.060,0.8729,3.0,0.45,group_cross*joint_window,anode<->cathode|oxyfluoride|cross-group,0.864,0.090,1
669,HfO2,TiO2,-0.6541,0.170,0.782,0.028,0.8597,3.2,0.20,joint_window*gap_min,weak-transport,1.163,0.115,1
670,CaO,YF3,-0.6546,0.461,0.898,0.000,0.8824,7.0,0.45,disorder_max*dose_slope_min,oxyfluoride|cross-group|insulating,1.089,0.085,1
671,B2O3,Li2O,-0.6593,0.805,1.075,0.177,0.8199,6.2,0.20,transport_min*blocking_max,anode<->cathode|cross-group|weak-transport,1.369,0.156,1
672,Nd2O3,SrO,-0.6596,0.177,0.542,0.140,0.8737,4.7,0.20,joint_window*gap_min,anode<->cathode|cross-group,1.128,0.097,1
673,CoO,ZnO,-0.6599,0.183,0.575,0.000,0.8633,2.5,0.60,de_avg*joint_window,weak-transport|collapse-member,0.823,0.102,1
674,Na2O,Nd2O3,-0.6603,0.146,0.542,0.140,0.8624,4.7,0.20,joint_window*gap_min,anode<->cathode|cross-group|weak-transport,1.504,0.107,1
675,GeO2,V2O5,-0.6606,0.392,0.518,0.000,0.8297,2.3,0.20,joint_window*transport_min,cross-group|weak-transport,1.175,0.078,1
676,HfO2,SrO,-0.6632,0.215,0.818,0.064,0.8597,5.7,0.20,disorder_max*dose_slope_min,anode<->cathode|cross-group|weak-transport,1.068,0.064,1
677,La2O3,Li2O,-0.6639,0.218,0.898,0.000,0.8727,5.5,0.20,joint_window*transport_min,cross-group,0.891,0.049,1
678,HfO2,SnO2,-0.6665,0.249,0.898,0.144,0.8597,3.6,0.20,joint_window*gap_min,anode<->cathode|cross-group|weak-transport,1.387,0.073,1
679,WO3,ZrF4,-0.6730,0.290,0.427,0.004,0.8680,2.7,0.45,air_max*gap_min,oxyfluoride,0.896,0.068,1
680,Ag2O,NdF3,-0.6734,0.581,0.622,0.205,0.8566,1.3,1.00,de_avg*joint_window,anode<->cathode|oxyfluoride|cross-group|air-protect|weak-transport,1.455,0.081,1
681,MoO3,ZrF4,-0.6744,0.398,0.427,0.013,0.8419,3.0,0.45,joint_window*transport_min,oxyfluoride|weak-transport,1.046,0.081,1
682,BaO,TiF4,-0.6747,0.220,0.354,0.000,0.8729,4.0,0.45,de_avg*joint_window,oxyfluoride|cross-group,0.949,0.173,1
683,TiO2,ZnO,-0.6772,0.155,0.575,0.000,0.8633,3.2,0.60,de_avg*joint_window,weak-transport,1.013,0.106,1
