"# Cronau 2021 ACS Energy Lett. 6, 3072 — SI (nz1c01299_si_001.pdf) figure readout. ALL VALUES DIGITIZED (not stated in text). tools/litdb/cronau2021_si_digitize.py"
figure,panel,material,class,series,x_name,x_value,x_unit,y_name,y_value,y_unit,fit_cost,own_px,flag,provenance
S2,S2a,uC-Li6PS5Br,uC,fab 194.69 MPa,stack_pressure,145.86,MPa,sigma_ion,1.92446e-03,S/cm,0,66,ok,digitized
S2,S2a,uC-Li6PS5Br,uC,fab 194.69 MPa,stack_pressure,194.52,MPa,sigma_ion,1.97124e-03,S/cm,0,66,ok,digitized
S2,S2a,uC-Li6PS5Br,uC,fab 292.03 MPa,stack_pressure,0.89,MPa,sigma_ion,6.54414e-05,S/cm,0,60,ok,digitized
S2,S2a,uC-Li6PS5Br,uC,fab 292.03 MPa,stack_pressure,1.66,MPa,sigma_ion,4.32673e-04,S/cm,0,12,occluded,digitized
S2,S2a,uC-Li6PS5Br,uC,fab 292.03 MPa,stack_pressure,2.73,MPa,sigma_ion,5.28055e-04,S/cm,0,20,occluded,digitized
S2,S2a,uC-Li6PS5Br,uC,fab 292.03 MPa,stack_pressure,3.73,MPa,sigma_ion,6.20916e-04,S/cm,0,17,occluded,digitized
S2,S2a,uC-Li6PS5Br,uC,fab 292.03 MPa,stack_pressure,4.67,MPa,sigma_ion,7.08267e-04,S/cm,12,24,occluded,digitized
S2,S2a,uC-Li6PS5Br,uC,fab 292.03 MPa,stack_pressure,5.72,MPa,sigma_ion,7.86999e-04,S/cm,18,65,ok,digitized
S2,S2a,uC-Li6PS5Br,uC,fab 292.03 MPa,stack_pressure,6.78,MPa,sigma_ion,8.58941e-04,S/cm,44,64,neighbor_overlap,digitized
S2,S2a,uC-Li6PS5Br,uC,fab 292.03 MPa,stack_pressure,7.83,MPa,sigma_ion,9.25582e-04,S/cm,63,70,neighbor_overlap,digitized
S2,S2a,uC-Li6PS5Br,uC,fab 292.03 MPa,stack_pressure,8.83,MPa,sigma_ion,9.82503e-04,S/cm,73,71,neighbor_overlap,digitized
S2,S2a,uC-Li6PS5Br,uC,fab 292.03 MPa,stack_pressure,9.97,MPa,sigma_ion,1.02483e-03,S/cm,38,67,ok,digitized
S2,S2a,uC-Li6PS5Br,uC,fab 292.03 MPa,stack_pressure,19.39,MPa,sigma_ion,1.40170e-03,S/cm,0,64,ok,digitized
S2,S2a,uC-Li6PS5Br,uC,fab 292.03 MPa,stack_pressure,29.07,MPa,sigma_ion,1.60114e-03,S/cm,0,65,ok,digitized
S2,S2a,uC-Li6PS5Br,uC,fab 292.03 MPa,stack_pressure,38.77,MPa,sigma_ion,1.72956e-03,S/cm,0,62,ok,digitized
S2,S2a,uC-Li6PS5Br,uC,fab 292.03 MPa,stack_pressure,48.60,MPa,sigma_ion,1.81940e-03,S/cm,5,62,ok,digitized
S2,S2a,uC-Li6PS5Br,uC,fab 292.03 MPa,stack_pressure,58.24,MPa,sigma_ion,1.88823e-03,S/cm,18,47,ok,digitized
S2,S2a,uC-Li6PS5Br,uC,fab 292.03 MPa,stack_pressure,68.05,MPa,sigma_ion,1.94017e-03,S/cm,26,29,ok,digitized
S2,S2a,uC-Li6PS5Br,uC,fab 292.03 MPa,stack_pressure,77.93,MPa,sigma_ion,1.98237e-03,S/cm,20,18,occluded,digitized
S2,S2a,uC-Li6PS5Br,uC,fab 292.03 MPa,stack_pressure,87.48,MPa,sigma_ion,2.01418e-03,S/cm,10,9,occluded,digitized
S2,S2a,uC-Li6PS5Br,uC,fab 292.03 MPa,stack_pressure,145.92,MPa,sigma_ion,2.13880e-03,S/cm,0,43,ok,digitized
S2,S2a,uC-Li6PS5Br,uC,fab 292.03 MPa,stack_pressure,194.58,MPa,sigma_ion,2.17803e-03,S/cm,0,61,ok,digitized
S2,S2a,uC-Li6PS5Br,uC,fab 292.03 MPa,stack_pressure,243.26,MPa,sigma_ion,2.18383e-03,S/cm,0,63,ok,digitized
S2,S2a,uC-Li6PS5Br,uC,fab 292.03 MPa,stack_pressure,291.99,MPa,sigma_ion,2.18524e-03,S/cm,0,62,ok,digitized
S2,S2a,uC-Li6PS5Br,uC,fab 389.30 MPa,stack_pressure,1.78,MPa,sigma_ion,2.55397e-04,S/cm,0,20,occluded,digitized
S2,S2a,uC-Li6PS5Br,uC,fab 389.30 MPa,stack_pressure,2.49,MPa,sigma_ion,5.17620e-04,S/cm,7,10,occluded,digitized
S2,S2a,uC-Li6PS5Br,uC,fab 389.30 MPa,stack_pressure,2.73,MPa,sigma_ion,4.28532e-04,S/cm,5,7,occluded,digitized
S2,S2a,uC-Li6PS5Br,uC,fab 389.30 MPa,stack_pressure,3.70,MPa,sigma_ion,5.69986e-04,S/cm,8,13,occluded,digitized
S2,S2a,uC-Li6PS5Br,uC,fab 389.30 MPa,stack_pressure,4.12,MPa,sigma_ion,6.13597e-04,S/cm,12,13,occluded,digitized
S2,S2a,uC-Li6PS5Br,uC,fab 389.30 MPa,stack_pressure,9.09,MPa,sigma_ion,7.09901e-04,S/cm,27,70,ok,digitized
S2,S2a,uC-Li6PS5Br,uC,fab 389.30 MPa,stack_pressure,19.54,MPa,sigma_ion,1.08610e-03,S/cm,0,69,ok,digitized
S2,S2a,uC-Li6PS5Br,uC,fab 389.30 MPa,stack_pressure,29.07,MPa,sigma_ion,1.40259e-03,S/cm,0,67,ok,digitized
S2,S2a,uC-Li6PS5Br,uC,fab 389.30 MPa,stack_pressure,38.78,MPa,sigma_ion,1.61679e-03,S/cm,0,64,ok,digitized
S2,S2a,uC-Li6PS5Br,uC,fab 389.30 MPa,stack_pressure,48.50,MPa,sigma_ion,1.75122e-03,S/cm,0,56,ok,digitized
S2,S2a,uC-Li6PS5Br,uC,fab 389.30 MPa,stack_pressure,58.45,MPa,sigma_ion,1.84760e-03,S/cm,0,42,ok,digitized
S2,S2a,uC-Li6PS5Br,uC,fab 389.30 MPa,stack_pressure,68.11,MPa,sigma_ion,1.91885e-03,S/cm,6,29,ok,digitized
S2,S2a,uC-Li6PS5Br,uC,fab 389.30 MPa,stack_pressure,194.69,MPa,sigma_ion,2.23169e-03,S/cm,0,8,occluded,digitized
S2,S2a,uC-Li6PS5Br,uC,fab 389.30 MPa,stack_pressure,243.32,MPa,sigma_ion,2.25050e-03,S/cm,0,12,occluded,digitized
S2,S2a,uC-Li6PS5Br,uC,fab 389.30 MPa,stack_pressure,292.07,MPa,sigma_ion,2.24410e-03,S/cm,0,20,occluded,digitized
S2,S2a,uC-Li6PS5Br,uC,fab 389.30 MPa,stack_pressure,389.40,MPa,sigma_ion,2.22799e-03,S/cm,0,14,occluded,digitized
S2,S2a,uC-Li6PS5Br,uC,fab 486.73 MPa,stack_pressure,0.92,MPa,sigma_ion,1.30304e-04,S/cm,18,67,ok,digitized
S2,S2a,uC-Li6PS5Br,uC,fab 486.73 MPa,stack_pressure,1.71,MPa,sigma_ion,1.99189e-04,S/cm,31,64,ok,digitized
S2,S2a,uC-Li6PS5Br,uC,fab 486.73 MPa,stack_pressure,2.72,MPa,sigma_ion,2.77086e-04,S/cm,29,66,ok,digitized
S2,S2a,uC-Li6PS5Br,uC,fab 486.73 MPa,stack_pressure,3.96,MPa,sigma_ion,3.47738e-04,S/cm,52,67,neighbor_overlap,digitized
S2,S2a,uC-Li6PS5Br,uC,fab 486.73 MPa,stack_pressure,4.65,MPa,sigma_ion,4.10213e-04,S/cm,72,70,neighbor_overlap,digitized
S2,S2a,uC-Li6PS5Br,uC,fab 486.73 MPa,stack_pressure,5.75,MPa,sigma_ion,4.61114e-04,S/cm,81,71,neighbor_overlap,digitized
S2,S2a,uC-Li6PS5Br,uC,fab 486.73 MPa,stack_pressure,6.73,MPa,sigma_ion,5.08103e-04,S/cm,84,69,neighbor_overlap,digitized
S2,S2a,uC-Li6PS5Br,uC,fab 486.73 MPa,stack_pressure,7.83,MPa,sigma_ion,5.57735e-04,S/cm,83,70,neighbor_overlap,digitized
S2,S2a,uC-Li6PS5Br,uC,fab 486.73 MPa,stack_pressure,8.86,MPa,sigma_ion,6.09247e-04,S/cm,85,69,neighbor_overlap,digitized
S2,S2a,uC-Li6PS5Br,uC,fab 486.73 MPa,stack_pressure,9.87,MPa,sigma_ion,6.39956e-04,S/cm,45,71,neighbor_overlap,digitized
S2,S2a,uC-Li6PS5Br,uC,fab 486.73 MPa,stack_pressure,19.39,MPa,sigma_ion,1.02404e-03,S/cm,0,66,ok,digitized
S2,S2a,uC-Li6PS5Br,uC,fab 486.73 MPa,stack_pressure,29.07,MPa,sigma_ion,1.33332e-03,S/cm,0,69,ok,digitized
S2,S2a,uC-Li6PS5Br,uC,fab 486.73 MPa,stack_pressure,38.82,MPa,sigma_ion,1.55246e-03,S/cm,0,65,ok,digitized
S2,S2a,uC-Li6PS5Br,uC,fab 486.73 MPa,stack_pressure,48.68,MPa,sigma_ion,1.70112e-03,S/cm,0,62,ok,digitized
S2,S2a,uC-Li6PS5Br,uC,fab 486.73 MPa,stack_pressure,58.30,MPa,sigma_ion,1.81017e-03,S/cm,3,65,ok,digitized
S2,S2a,uC-Li6PS5Br,uC,fab 486.73 MPa,stack_pressure,68.06,MPa,sigma_ion,1.88995e-03,S/cm,20,63,ok,digitized
S2,S2a,uC-Li6PS5Br,uC,fab 486.73 MPa,stack_pressure,77.81,MPa,sigma_ion,1.95444e-03,S/cm,41,67,neighbor_overlap,digitized
S2,S2a,uC-Li6PS5Br,uC,fab 486.73 MPa,stack_pressure,87.51,MPa,sigma_ion,2.00196e-03,S/cm,60,63,neighbor_overlap,digitized
S2,S2a,uC-Li6PS5Br,uC,fab 486.73 MPa,stack_pressure,97.23,MPa,sigma_ion,2.04163e-03,S/cm,32,63,ok,digitized
S2,S2a,uC-Li6PS5Br,uC,fab 486.73 MPa,stack_pressure,145.90,MPa,sigma_ion,2.18266e-03,S/cm,0,66,ok,digitized
S2,S2a,uC-Li6PS5Br,uC,fab 486.73 MPa,stack_pressure,194.56,MPa,sigma_ion,2.24388e-03,S/cm,0,61,ok,digitized
S2,S2a,uC-Li6PS5Br,uC,fab 486.73 MPa,stack_pressure,243.29,MPa,sigma_ion,2.26627e-03,S/cm,0,66,ok,digitized
S2,S2a,uC-Li6PS5Br,uC,fab 486.73 MPa,stack_pressure,292.08,MPa,sigma_ion,2.26452e-03,S/cm,0,66,ok,digitized
S2,S2a,uC-Li6PS5Br,uC,fab 486.73 MPa,stack_pressure,389.29,MPa,sigma_ion,2.24317e-03,S/cm,0,61,ok,digitized
S2,S2a,uC-Li6PS5Br,uC,fab 486.73 MPa,stack_pressure,486.53,MPa,sigma_ion,2.28952e-03,S/cm,0,64,ok,digitized
S2,S2a,uC-Li6PS5Br,uC,fab 97.34 MPa,stack_pressure,0.90,MPa,sigma_ion,3.35772e-04,S/cm,5,17,occluded,digitized
S2,S2a,uC-Li6PS5Br,uC,fab 97.34 MPa,stack_pressure,1.77,MPa,sigma_ion,4.04988e-04,S/cm,1,8,occluded,digitized
S2,S2a,uC-Li6PS5Br,uC,fab 97.34 MPa,stack_pressure,3.68,MPa,sigma_ion,5.88343e-04,S/cm,0,9,occluded,digitized
S2,S2a,uC-Li6PS5Br,uC,fab 97.34 MPa,stack_pressure,7.74,MPa,sigma_ion,7.85987e-04,S/cm,11,8,occluded,digitized
S2,S2a,uC-Li6PS5Br,uC,fab 97.34 MPa,stack_pressure,10.02,MPa,sigma_ion,8.48565e-04,S/cm,3,18,occluded,digitized
S2,S2a,uC-Li6PS5Br,uC,fab 97.34 MPa,stack_pressure,29.12,MPa,sigma_ion,1.21514e-03,S/cm,0,62,ok,digitized
S2,S2a,uC-Li6PS5Br,uC,fab 97.34 MPa,stack_pressure,38.79,MPa,sigma_ion,1.30365e-03,S/cm,16,64,ok,digitized
S2,S2a,uC-Li6PS5Br,uC,fab 97.34 MPa,stack_pressure,48.59,MPa,sigma_ion,1.36298e-03,S/cm,42,63,neighbor_overlap,digitized
S2,S2a,uC-Li6PS5Br,uC,fab 97.34 MPa,stack_pressure,58.41,MPa,sigma_ion,1.40690e-03,S/cm,61,60,neighbor_overlap,digitized
S2,S2a,uC-Li6PS5Br,uC,fab 97.34 MPa,stack_pressure,68.06,MPa,sigma_ion,1.43943e-03,S/cm,69,62,neighbor_overlap,digitized
S2,S2a,uC-Li6PS5Br,uC,fab 97.34 MPa,stack_pressure,78.36,MPa,sigma_ion,1.46253e-03,S/cm,70,65,neighbor_overlap,digitized
S2,S2a,uC-Li6PS5Br,uC,fab 97.34 MPa,stack_pressure,86.85,MPa,sigma_ion,1.48383e-03,S/cm,70,66,neighbor_overlap,digitized
S2,S2a,uC-Li6PS5Br,uC,fab 97.34 MPa,stack_pressure,97.18,MPa,sigma_ion,1.51858e-03,S/cm,37,64,ok,digitized
S2,S2b,uC-Li10GeP2S12,uC,fab 194.69 MPa,stack_pressure,0.52,MPa,sigma_ion,9.72085e-04,S/cm,0,22,occluded,digitized
S2,S2b,uC-Li10GeP2S12,uC,fab 194.69 MPa,stack_pressure,4.63,MPa,sigma_ion,1.61291e-03,S/cm,0,9,occluded,digitized
S2,S2b,uC-Li10GeP2S12,uC,fab 194.69 MPa,stack_pressure,6.62,MPa,sigma_ion,1.87870e-03,S/cm,0,10,occluded,digitized
S2,S2b,uC-Li10GeP2S12,uC,fab 194.69 MPa,stack_pressure,8.73,MPa,sigma_ion,2.13490e-03,S/cm,42,73,neighbor_overlap,digitized
S2,S2b,uC-Li10GeP2S12,uC,fab 194.69 MPa,stack_pressure,9.76,MPa,sigma_ion,2.22544e-03,S/cm,42,73,neighbor_overlap,digitized
S2,S2b,uC-Li10GeP2S12,uC,fab 194.69 MPa,stack_pressure,19.39,MPa,sigma_ion,3.05988e-03,S/cm,0,66,ok,digitized
S2,S2b,uC-Li10GeP2S12,uC,fab 194.69 MPa,stack_pressure,29.00,MPa,sigma_ion,3.43482e-03,S/cm,0,39,ok,digitized
S2,S2b,uC-Li10GeP2S12,uC,fab 194.69 MPa,stack_pressure,38.70,MPa,sigma_ion,3.70334e-03,S/cm,0,33,ok,digitized
S2,S2b,uC-Li10GeP2S12,uC,fab 194.69 MPa,stack_pressure,48.65,MPa,sigma_ion,3.90807e-03,S/cm,4,20,occluded,digitized
S2,S2b,uC-Li10GeP2S12,uC,fab 194.69 MPa,stack_pressure,77.69,MPa,sigma_ion,4.32731e-03,S/cm,10,8,occluded,digitized
S2,S2b,uC-Li10GeP2S12,uC,fab 194.69 MPa,stack_pressure,87.35,MPa,sigma_ion,4.42522e-03,S/cm,19,19,occluded,digitized
S2,S2b,uC-Li10GeP2S12,uC,fab 194.69 MPa,stack_pressure,97.08,MPa,sigma_ion,4.51204e-03,S/cm,11,28,ok,digitized
S2,S2b,uC-Li10GeP2S12,uC,fab 194.69 MPa,stack_pressure,145.84,MPa,sigma_ion,4.91764e-03,S/cm,0,40,ok,digitized
S2,S2b,uC-Li10GeP2S12,uC,fab 194.69 MPa,stack_pressure,194.52,MPa,sigma_ion,5.14106e-03,S/cm,0,44,ok,digitized
S2,S2b,uC-Li10GeP2S12,uC,fab 292.03 MPa,stack_pressure,0.83,MPa,sigma_ion,8.03062e-04,S/cm,0,42,ok,digitized
S2,S2b,uC-Li10GeP2S12,uC,fab 292.03 MPa,stack_pressure,2.06,MPa,sigma_ion,1.03976e-03,S/cm,0,24,occluded,digitized
S2,S2b,uC-Li10GeP2S12,uC,fab 292.03 MPa,stack_pressure,9.71,MPa,sigma_ion,1.93863e-03,S/cm,0,11,occluded,digitized
S2,S2b,uC-Li10GeP2S12,uC,fab 292.03 MPa,stack_pressure,19.35,MPa,sigma_ion,2.75906e-03,S/cm,0,55,ok,digitized
S2,S2b,uC-Li10GeP2S12,uC,fab 292.03 MPa,stack_pressure,29.04,MPa,sigma_ion,3.28142e-03,S/cm,0,65,ok,digitized
S2,S2b,uC-Li10GeP2S12,uC,fab 292.03 MPa,stack_pressure,38.63,MPa,sigma_ion,3.63117e-03,S/cm,0,36,ok,digitized
S2,S2b,uC-Li10GeP2S12,uC,fab 292.03 MPa,stack_pressure,58.42,MPa,sigma_ion,4.05662e-03,S/cm,18,15,occluded,digitized
S2,S2b,uC-Li10GeP2S12,uC,fab 292.03 MPa,stack_pressure,68.12,MPa,sigma_ion,4.21171e-03,S/cm,22,33,ok,digitized
S2,S2b,uC-Li10GeP2S12,uC,fab 292.03 MPa,stack_pressure,77.66,MPa,sigma_ion,4.35456e-03,S/cm,28,41,ok,digitized
S2,S2b,uC-Li10GeP2S12,uC,fab 292.03 MPa,stack_pressure,87.49,MPa,sigma_ion,4.47093e-03,S/cm,46,43,neighbor_overlap,digitized
S2,S2b,uC-Li10GeP2S12,uC,fab 292.03 MPa,stack_pressure,97.29,MPa,sigma_ion,4.58550e-03,S/cm,25,54,ok,digitized
S2,S2b,uC-Li10GeP2S12,uC,fab 292.03 MPa,stack_pressure,145.88,MPa,sigma_ion,5.00833e-03,S/cm,0,62,ok,digitized
S2,S2b,uC-Li10GeP2S12,uC,fab 292.03 MPa,stack_pressure,194.53,MPa,sigma_ion,5.24653e-03,S/cm,0,62,ok,digitized
S2,S2b,uC-Li10GeP2S12,uC,fab 292.03 MPa,stack_pressure,243.22,MPa,sigma_ion,5.37308e-03,S/cm,0,64,ok,digitized
S2,S2b,uC-Li10GeP2S12,uC,fab 292.03 MPa,stack_pressure,291.99,MPa,sigma_ion,5.44401e-03,S/cm,0,64,ok,digitized
S2,S2b,uC-Li10GeP2S12,uC,fab 389.30 MPa,stack_pressure,2.78,MPa,sigma_ion,4.49268e-04,S/cm,10,62,ok,digitized
S2,S2b,uC-Li10GeP2S12,uC,fab 389.30 MPa,stack_pressure,3.73,MPa,sigma_ion,6.72136e-04,S/cm,17,62,ok,digitized
S2,S2b,uC-Li10GeP2S12,uC,fab 389.30 MPa,stack_pressure,4.61,MPa,sigma_ion,8.85347e-04,S/cm,23,66,ok,digitized
S2,S2b,uC-Li10GeP2S12,uC,fab 389.30 MPa,stack_pressure,5.62,MPa,sigma_ion,1.09406e-03,S/cm,24,53,ok,digitized
S2,S2b,uC-Li10GeP2S12,uC,fab 389.30 MPa,stack_pressure,6.71,MPa,sigma_ion,1.27505e-03,S/cm,23,27,ok,digitized
S2,S2b,uC-Li10GeP2S12,uC,fab 389.30 MPa,stack_pressure,8.02,MPa,sigma_ion,1.46101e-03,S/cm,20,22,occluded,digitized
S2,S2b,uC-Li10GeP2S12,uC,fab 389.30 MPa,stack_pressure,8.80,MPa,sigma_ion,1.60326e-03,S/cm,24,15,occluded,digitized
S2,S2b,uC-Li10GeP2S12,uC,fab 389.30 MPa,stack_pressure,9.66,MPa,sigma_ion,1.76384e-03,S/cm,3,14,occluded,digitized
S2,S2b,uC-Li10GeP2S12,uC,fab 389.30 MPa,stack_pressure,19.40,MPa,sigma_ion,2.89659e-03,S/cm,0,62,ok,digitized
S2,S2b,uC-Li10GeP2S12,uC,fab 389.30 MPa,stack_pressure,29.01,MPa,sigma_ion,3.53177e-03,S/cm,0,65,ok,digitized
S2,S2b,uC-Li10GeP2S12,uC,fab 389.30 MPa,stack_pressure,38.73,MPa,sigma_ion,3.90778e-03,S/cm,0,62,ok,digitized
S2,S2b,uC-Li10GeP2S12,uC,fab 389.30 MPa,stack_pressure,48.60,MPa,sigma_ion,4.17982e-03,S/cm,11,64,ok,digitized
S2,S2b,uC-Li10GeP2S12,uC,fab 389.30 MPa,stack_pressure,58.40,MPa,sigma_ion,4.38547e-03,S/cm,25,64,ok,digitized
S2,S2b,uC-Li10GeP2S12,uC,fab 389.30 MPa,stack_pressure,68.04,MPa,sigma_ion,4.55330e-03,S/cm,43,62,neighbor_overlap,digitized
S2,S2b,uC-Li10GeP2S12,uC,fab 389.30 MPa,stack_pressure,77.74,MPa,sigma_ion,4.69664e-03,S/cm,53,64,neighbor_overlap,digitized
S2,S2b,uC-Li10GeP2S12,uC,fab 389.30 MPa,stack_pressure,87.46,MPa,sigma_ion,4.82182e-03,S/cm,62,63,neighbor_overlap,digitized
S2,S2b,uC-Li10GeP2S12,uC,fab 389.30 MPa,stack_pressure,97.18,MPa,sigma_ion,4.92570e-03,S/cm,35,64,ok,digitized
S2,S2b,uC-Li10GeP2S12,uC,fab 389.30 MPa,stack_pressure,145.78,MPa,sigma_ion,5.31164e-03,S/cm,0,37,ok,digitized
S2,S2b,uC-Li10GeP2S12,uC,fab 389.30 MPa,stack_pressure,243.18,MPa,sigma_ion,5.65450e-03,S/cm,0,26,ok,digitized
S2,S2b,uC-Li10GeP2S12,uC,fab 389.30 MPa,stack_pressure,291.94,MPa,sigma_ion,5.71786e-03,S/cm,0,55,ok,digitized
S2,S2b,uC-Li10GeP2S12,uC,fab 389.30 MPa,stack_pressure,389.32,MPa,sigma_ion,5.71306e-03,S/cm,0,66,ok,digitized
S2,S2b,uC-Li10GeP2S12,uC,fab 486.73 MPa,stack_pressure,1.97,MPa,sigma_ion,1.23876e-03,S/cm,57,72,neighbor_overlap,digitized
S2,S2b,uC-Li10GeP2S12,uC,fab 486.73 MPa,stack_pressure,4.59,MPa,sigma_ion,1.44600e-03,S/cm,57,67,neighbor_overlap,digitized
S2,S2b,uC-Li10GeP2S12,uC,fab 486.73 MPa,stack_pressure,6.58,MPa,sigma_ion,1.63054e-03,S/cm,52,68,neighbor_overlap,digitized
S2,S2b,uC-Li10GeP2S12,uC,fab 486.73 MPa,stack_pressure,8.73,MPa,sigma_ion,1.83304e-03,S/cm,55,72,neighbor_overlap,digitized
S2,S2b,uC-Li10GeP2S12,uC,fab 486.73 MPa,stack_pressure,9.51,MPa,sigma_ion,1.87545e-03,S/cm,34,70,ok,digitized
S2,S2b,uC-Li10GeP2S12,uC,fab 486.73 MPa,stack_pressure,19.32,MPa,sigma_ion,2.51933e-03,S/cm,0,67,ok,digitized
S2,S2b,uC-Li10GeP2S12,uC,fab 486.73 MPa,stack_pressure,29.04,MPa,sigma_ion,3.09661e-03,S/cm,0,66,ok,digitized
S2,S2b,uC-Li10GeP2S12,uC,fab 486.73 MPa,stack_pressure,38.71,MPa,sigma_ion,3.53294e-03,S/cm,0,64,ok,digitized
S2,S2b,uC-Li10GeP2S12,uC,fab 486.73 MPa,stack_pressure,48.64,MPa,sigma_ion,3.85538e-03,S/cm,0,65,ok,digitized
S2,S2b,uC-Li10GeP2S12,uC,fab 486.73 MPa,stack_pressure,58.42,MPa,sigma_ion,4.09918e-03,S/cm,12,66,ok,digitized
S2,S2b,uC-Li10GeP2S12,uC,fab 486.73 MPa,stack_pressure,68.11,MPa,sigma_ion,4.29368e-03,S/cm,32,68,ok,digitized
S2,S2b,uC-Li10GeP2S12,uC,fab 486.73 MPa,stack_pressure,77.75,MPa,sigma_ion,4.45342e-03,S/cm,51,67,neighbor_overlap,digitized
S2,S2b,uC-Li10GeP2S12,uC,fab 486.73 MPa,stack_pressure,87.41,MPa,sigma_ion,4.57771e-03,S/cm,54,65,neighbor_overlap,digitized
S2,S2b,uC-Li10GeP2S12,uC,fab 486.73 MPa,stack_pressure,97.11,MPa,sigma_ion,4.72047e-03,S/cm,27,62,ok,digitized
S2,S2b,uC-Li10GeP2S12,uC,fab 486.73 MPa,stack_pressure,145.83,MPa,sigma_ion,5.21773e-03,S/cm,0,64,ok,digitized
S2,S2b,uC-Li10GeP2S12,uC,fab 486.73 MPa,stack_pressure,194.59,MPa,sigma_ion,5.51881e-03,S/cm,0,65,ok,digitized
S2,S2b,uC-Li10GeP2S12,uC,fab 486.73 MPa,stack_pressure,243.24,MPa,sigma_ion,5.71743e-03,S/cm,0,63,ok,digitized
S2,S2b,uC-Li10GeP2S12,uC,fab 486.73 MPa,stack_pressure,292.01,MPa,sigma_ion,5.84314e-03,S/cm,0,61,ok,digitized
S2,S2b,uC-Li10GeP2S12,uC,fab 486.73 MPa,stack_pressure,389.28,MPa,sigma_ion,5.96597e-03,S/cm,0,64,ok,digitized
S2,S2b,uC-Li10GeP2S12,uC,fab 486.73 MPa,stack_pressure,486.70,MPa,sigma_ion,5.93416e-03,S/cm,0,64,ok,digitized
S2,S2b,uC-Li10GeP2S12,uC,fab 97.34 MPa,stack_pressure,19.36,MPa,sigma_ion,2.57740e-03,S/cm,0,20,occluded,digitized
S2,S2b,uC-Li10GeP2S12,uC,fab 97.34 MPa,stack_pressure,29.06,MPa,sigma_ion,2.92608e-03,S/cm,0,65,ok,digitized
S2,S2b,uC-Li10GeP2S12,uC,fab 97.34 MPa,stack_pressure,38.73,MPa,sigma_ion,3.17995e-03,S/cm,11,61,ok,digitized
S2,S2b,uC-Li10GeP2S12,uC,fab 97.34 MPa,stack_pressure,48.49,MPa,sigma_ion,3.36132e-03,S/cm,32,60,ok,digitized
S2,S2b,uC-Li10GeP2S12,uC,fab 97.34 MPa,stack_pressure,58.37,MPa,sigma_ion,3.51394e-03,S/cm,49,63,neighbor_overlap,digitized
S2,S2b,uC-Li10GeP2S12,uC,fab 97.34 MPa,stack_pressure,68.02,MPa,sigma_ion,3.64055e-03,S/cm,62,63,neighbor_overlap,digitized
S2,S2b,uC-Li10GeP2S12,uC,fab 97.34 MPa,stack_pressure,77.73,MPa,sigma_ion,3.74595e-03,S/cm,65,64,neighbor_overlap,digitized
S2,S2b,uC-Li10GeP2S12,uC,fab 97.34 MPa,stack_pressure,87.48,MPa,sigma_ion,3.83884e-03,S/cm,66,59,neighbor_overlap,digitized
S2,S2b,uC-Li10GeP2S12,uC,fab 97.34 MPa,stack_pressure,97.19,MPa,sigma_ion,3.93925e-03,S/cm,35,61,ok,digitized
S2,S2c,uC-Li6PS5Cl,uC,fab 194.69 MPa,stack_pressure,3.52,MPa,sigma_ion,6.15573e-04,S/cm,0,11,occluded,digitized
S2,S2c,uC-Li6PS5Cl,uC,fab 194.69 MPa,stack_pressure,4.56,MPa,sigma_ion,7.80743e-04,S/cm,0,29,ok,digitized
S2,S2c,uC-Li6PS5Cl,uC,fab 194.69 MPa,stack_pressure,5.71,MPa,sigma_ion,9.27099e-04,S/cm,6,67,ok,digitized
S2,S2c,uC-Li6PS5Cl,uC,fab 194.69 MPa,stack_pressure,6.73,MPa,sigma_ion,1.05264e-03,S/cm,33,66,ok,digitized
S2,S2c,uC-Li6PS5Cl,uC,fab 194.69 MPa,stack_pressure,7.91,MPa,sigma_ion,1.16280e-03,S/cm,61,69,neighbor_overlap,digitized
S2,S2c,uC-Li6PS5Cl,uC,fab 194.69 MPa,stack_pressure,8.62,MPa,sigma_ion,1.25354e-03,S/cm,76,72,neighbor_overlap,digitized
S2,S2c,uC-Li6PS5Cl,uC,fab 194.69 MPa,stack_pressure,9.62,MPa,sigma_ion,1.32380e-03,S/cm,46,70,neighbor_overlap,digitized
S2,S2c,uC-Li6PS5Cl,uC,fab 194.69 MPa,stack_pressure,19.22,MPa,sigma_ion,1.83790e-03,S/cm,0,69,ok,digitized
S2,S2c,uC-Li6PS5Cl,uC,fab 194.69 MPa,stack_pressure,28.98,MPa,sigma_ion,2.10985e-03,S/cm,0,66,ok,digitized
S2,S2c,uC-Li6PS5Cl,uC,fab 194.69 MPa,stack_pressure,38.64,MPa,sigma_ion,2.29407e-03,S/cm,2,65,ok,digitized
S2,S2c,uC-Li6PS5Cl,uC,fab 194.69 MPa,stack_pressure,48.69,MPa,sigma_ion,2.42517e-03,S/cm,23,65,ok,digitized
S2,S2c,uC-Li6PS5Cl,uC,fab 194.69 MPa,stack_pressure,58.28,MPa,sigma_ion,2.51969e-03,S/cm,32,65,ok,digitized
S2,S2c,uC-Li6PS5Cl,uC,fab 194.69 MPa,stack_pressure,68.01,MPa,sigma_ion,2.59580e-03,S/cm,30,38,ok,digitized
